galeria_id,galeria_nombre,galeria_fecha_fundacion,galeria_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,galeria_calle_numero,galeria_colonia,galeria_cp,galeria_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1365,"Azul Cobalto Galería","1000-01-01","",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Umaran 22","Centro","37700","415 150 00 53","","azulcobaltogaleria@gmail.com",-100.7455,20.91374,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1365","2023-04-11 05:26:47-06"
1379,"Galeria San Francisco ","1000-01-01","Fábrica La Aurora",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Calz. La Aurora, local 3E","Col. La  Aurora","37700","415 124 24 13, 415 152 1312","https://fabricalaaurora.com/kora_portfolio/galeria-san-francisco/","artistinsanmiguel@gmail.com",-100.74049,20.92298,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1379","2025-03-10 17:26:50-06"
1367,"Galería Ascender ","2010-01-01","Fábrica La Aurora",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Hidalgo 112 B","Centro","37700","415 566 2485","https://www.galeriaascender.com/","galeriaascender@gmail.com",-100.74428,20.91931,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1367","2024-12-02 10:38:19-06"
693,"Galería La Buhardilla","1971-01-30","Fábrica La Aurora",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Calz. La  Aurora s/n, local 4 A","Col. La  Aurora","37710","415 154 99 11","https://www.arteyantiguedades.mx/","lety@arteyantiguedades.com",-100.74013,20.92306,"http://sic.gob.mx/ficha.php?table=galeria&table_id=693","2023-03-15 07:48:34-06"
2064,"Galería Urbana","2020-12-01","Ayuntamiento de San Miguel de Allende",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Libramiento Manuel Zavala s/n","Centro","37700","","","",-100.76009,20.91058,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2064","2023-03-16 05:06:45-06"
1775,"Estudio-Galería de Edina Sagert","1000-01-01","",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Calz. La Aurora s/n, local 8 A","Col. La Aurora","37710","415 120 80 88","http://www.edinasagert.com/","edinasagert@yahoo.com",-100.74031,20.92311,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1775","2023-04-11 05:47:17-06"
1368,"Beatriz Castañeda Gallery","2012-01-01","Fábrica L a Aurora",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Calz. La Aurora s/n, local 15 C","Col. La Aurora","37710","451 156 66 32","http://beatrizcastaneda.com","beatriz@beatrizcastaneda.com",-100.7405,20.92304,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1368","2023-04-11 05:28:05-06"
1462,"Galería Hilo Negro","1000-01-01","Fábrica La Aurora",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Calz. La Aurora s/n, local 1D","Col. La Aurora","37710","415 152 48 35","https://www.hilo-negro.com/","ricardogarcia@hilo-negro.com",-100.74037,20.9234,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1462","2023-04-11 07:47:13-06"
856,"YAM Gallery","1960-01-01","Instituto Allende",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende","Ancha de San Antonio 20 -1","Centro","37700","415 150 60 52","","info@yamgallery.com ",-100.74677,20.90881,"http://sic.gob.mx/ficha.php?table=galeria&table_id=856","2023-04-27 04:22:42-06"
1957,"EXIM Galería","1000-01-01","",11,"Guanajuato",3,"San Miguel de Allende",1,"San Miguel de Allende"," Hidalgo 6 A","Centro","37700"," 415 154 52 82","https://eximgaleria.com/","gerencia@eximgaleria.com ",-100.74424,20.91499,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1957","2023-04-11 05:48:39-06"
1727,"Galería Atotonilco","2014-01-01","",11,"Guanajuato",3,"San Miguel de Allende",74,"El Cortijo","Camino Antiguo al Ferrocarril 14"," El Cortijo","37893","415 185 22 25","https://galeriaatotonilco.com/"," galeriaatotonilco@gmail.com",-100.79721,20.99566,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1727","2023-04-11 06:42:00-06"
1140,"Galería Salvador Zúñiga","1965-08-18","Casa de la Cultura de Celaya",11,"Guanajuato",7,"Celaya",1,"Celaya","Calle Democracia 103","Centro","38000","461 175 29 98 y 461 175 4845","","comunica.arteycultura@gmail.com",-100.81327,20.52067,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1140","2024-10-31 11:37:37-06"
1142,"Taller Galería Periferia","2008-01-01","",11,"Guanajuato",7,"Celaya",1,"Celaya","Raúl Macías 118","Col. 15 de Mayo","38016","461 611 09 43","","entornoalaperiferia@gmail.com",-100.83847,20.54957,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1142","2024-11-04 11:06:47-06"
1141,"Taller-Galería La Maquinaria","2010-01-01","",11,"Guanajuato",7,"Celaya",1,"Celaya","Antonio Chaurand Concha 201","Centro","38000","461  546 75 13","","lamaquinariataller@gmail.com",-100.81827,20.521,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1141","2024-10-31 11:50:39-06"
1731,"Galería-Taller","1000-01-01","El Pinche Grabador",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Pocitos 77","Centro","38000","473 732 33 94","https://www.elpinchegrabador.com/","elpinchetallergto@gmail.com",-101.25516,21.01826,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1731","2020-11-23 04:25:30-06"
377,"Galería  El Atrio","1969-01-16","Universidad de Guanajuato/Dirección de Extensión Cultural",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Calle  Lascuráin de Retana núm. 5","Centro","36000","473 735 37 00 ext. 2731","https://www.cultura.ugto.mx/museosygalerias/el-atrio","arelivargas@ugto.mx",-101.25309,21.01727,"http://sic.gob.mx/ficha.php?table=galeria&table_id=377","2023-04-11 06:01:36-06"
1934,"EnVisionArte","1000-01-01","",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Positos 75","Centro ","36000","473 738 23 13","","envisionarte7@gmail.com",-101.2562,21.01844,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1934","2023-04-11 05:41:22-06"
2144,"La Creativeria Gto","2024-05-01","Claire Michel Niehus",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Paseo de la Presa 138 -1 PB ","Col. Paseo de la presa","36000",""," https://lacreativeria.mitiendanube.com/galeria-de-arte/","creativeriagto@gmail.com ",-101.24443,21.00412,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2144","2025-02-26 09:46:53-06"
757,"Galería Hermenegildo Bustos","1956-01-01","Universidad de Guanajuato/Dirección de Extensión Cultural",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Lascuraín de Retana 5","Centro Histórico","36000","473 735 37 00","https://www.cultura.ugto.mx/museosygalerias/galeria-hermenegildo-bustos","arelivargas@ugto.mx",-101.25321,21.01726,"http://sic.gob.mx/ficha.php?table=galeria&table_id=757","2023-04-11 07:45:28-06"
376,"Galería Polivalente","1969-01-16","Universidad de Guanajuato",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Lascuráin de Retana 5","Centro","36000","473 735 37 00 ext. 2731","https://www.cultura.ugto.mx/museosygalerias/galeria-polivalente","arelivargas@ugto.mx",-101.25318,21.01719,"http://sic.gob.mx/ficha.php?table=galeria&table_id=376","2023-10-31 05:53:41-06"
1732,"Galería Azul Añil","2016-09-01","",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato"," Positos 25","Centro","36000","473 732 11 25","","factoriade7.a.c@gmail.com",-101.25461,21.01769,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1732","2023-04-11 06:43:45-06"
1390,"Cono 6 Galería","1000-01-01","",11,"Guanajuato",15,"Guanajuato",1,"Guanajuato","Calle  Nueva Ayuntamento 14","Centro","36000","473 732 78 89","","cono6galeria@gmail.com",-101.25238,21.01635,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1390","2022-04-07 04:56:44-05"
1897,"Galería 12. Tres","2017-03-17","Grupo G Empresarial Arte y Cultura, S.A.P.I de C.V",11,"Guanajuato",17,"Irapuato",1,"Irapuato","Álvaro Obregón 145 - 1    ","Centro","36500","462 215 40 65","","g12.tres@gmail.com",-101.34514,20.67236,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1897","2023-10-17 05:53:07-06"
123,"Galería Renart del Centro Regional de Expresión Artística","1969-01-16","Ayuntamiento de Irapuato",11,"Guanajuato",17,"Irapuato",1,"Irapuato","Av. Guerrero 2955","Col. Las Plazas","36620"," 464 117 96 89","https://www.creacultura.com.mx/","renartgaleria@gmail.com",-101.35737,20.69741,"http://sic.gob.mx/ficha.php?table=galeria&table_id=123","2024-02-23 12:33:28-06"
366,"Galería Eloísa Jiménez ","1973-01-01","Instituto Cultural de León/Casa de la Cultura Diego Rivera",11,"Guanajuato",20,"León",1,"León de los Aldama","Portal Delicias 106, Plaza Fundadores","Centro","37000","477 714 33 50; 477 704 78 30","https://culturaleon.com/place/galerias","casaculturaleon@hotmail.com",-101.68314,21.1228,"http://sic.gob.mx/ficha.php?table=galeria&table_id=366","2024-10-31 12:35:16-06"
1466,"Galería Dos Topos","2017-04-01","",11,"Guanajuato",20,"León",1,"León de los Aldama","Pedro Moreno 520","Centro","37000","477  323 68 28","https://www.dostopos.org/","madriguera@dostopos.com",-101.67615,21.12214,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1466","2024-11-01 11:35:31-06"
770,"Galería de Arte Kunaláh","2016-10-03","Particular",11,"Guanajuato",20,"León",1,"León de los Aldama","Av. Panorama 907","Col. Valle del Campestre","37150","477 311 99 65","https://www.101museos.com/museos/guanajuato/761/galeria-de-arte-kunalah","info@kunalah.com; icl.direcciongeneral@gmail.com; galeriakunalah@gmail.com",-101.69666,21.15194,"http://sic.gob.mx/ficha.php?table=galeria&table_id=770","2024-11-04 13:32:57-06"
373,"Galería Jesús  Gallardo ","2000-04-12","Instituto Cultural de León/Depto. de Artes Visuales",11,"Guanajuato",20,"León",1,"León de los Aldama","Pedro Moreno 202","Centro","37000","477 714 1400","","artesvisualesicl@gmail.com",-101.68,21.1229,"http://sic.gob.mx/ficha.php?table=galeria&table_id=373","2024-10-31 11:50:19-06"
1965,"La Condesita Galería de Arte","1000-01-01","",11,"Guanajuato",20,"León",1,"León de los Aldama","Blvd. Campestre 2106","Col. Lomas del Campestre","37150","477 758 45 19","https://lacondesita.com.mx/#","lacondesitavip@hotmail.com",-101.70941,21.15542,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1965","2024-10-31 11:45:46-06"
240,"Atelier Monte León ","2020-11-19","Hotel Monte León",11,"Guanajuato",20,"León",1,"León de los Aldama"," 5 de Febrero 309","Centro Histórico","37000"," 477 713 3616","","info@hml.mx",-101.6797,21.12033,"http://sic.gob.mx/ficha.php?table=galeria&table_id=240","2024-10-31 11:27:58-06"
1964,"Galería de Arte Miguel Angel","1997-01-01","",11,"Guanajuato",20,"León",1,"León de los Aldama","Orquídeas 304 Local 6 esq. Blvd. Paseo de Jerez, ","Jardines de Jerez","37530","477 560 8306","","galeria.servin@hotmail.com",-101.64092,21.10156,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1964","2024-10-30 18:43:34-06"
2120,"Taller Galería Ahuehuete","1000-01-01","Ayuntamiento de Pénjamo/Dirección de Desarrollo Social y Humano/Coordinación Casa de Cultura Plazuelas Pénjamo",11,"Guanajuato",23,"Pénjamo",1,"Pénjamo","Portal Zaragoza 44","Centro","36900","469 692 00 09 ext. 402","https://municipiodepenjamo.gob.mx/","casacultura_plazuelas_@hotmail.com",-101.72447,20.43136,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2120","2024-07-19 11:02:37-06"
2122,"Galería San Juan de Sahagún","2018-02-09","Dirección de Cultura",11,"Guanajuato",27,"Salamanca",1,"Salamanca","Revolución 204","Centro ","36700","464 641 4500 ext 3000 al 3005","","casacultura421@gmail.com",-101.19785,20.56783,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2122","2024-07-29 09:34:30-06"
2123,"Galería Leona Vicario","2018-02-09","Casa de Cultura Salamanca",11,"Guanajuato",27,"Salamanca",1,"Salamanca","Av. Leona vicario","Col. San Juan Chihuahua","36744","464 641 4500 ext 3000 al 3005","","casacultura421@gmail.com",-101.20322,20.58449,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2123","2024-07-29 11:53:32-06"
1805,"Galería El Arte en tu Mirada","1000-01-01","",12,"Guerrero",1,"Acapulco de Juárez",1,"Acapulco de Juárez"," Condominio Pico de Orizaba 1","Granjas del Márquez","39890","744 428 42 51","","erichermida@hotmail.com",-99.80976,16.80356,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1805","2023-08-16 04:37:33-06"
2111,"Galería de Artes Plásticas","1000-01-01","Museo Histórico de Acapulco Fuerte de San Diego",12,"Guerrero",1,"Acapulco de Juárez",1,"Acapulco de Juárez","Hornitos y Morelos s/n ","Centro ","39300","","","fuertedesandiego.inah@gmail.com",-99.90244,16.84984,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2111","2023-11-04 08:21:38-06"
1163,"La Quebrada Espacio de Arte","2017-12-03","",12,"Guerrero",1,"Acapulco de Juárez",1,"Acapulco de Juárez","Calle Quebrada  25","Centro","39300","744 688 43 00","","laquebrada.ea@gmail.com",-99.91073,16.84802,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1163","2023-08-16 05:05:39-06"
981,"Gran Galería de Acapulco","2014-03-28","Secretaría de Cultura de Guerrero/Centro Cultural Acapulco",12,"Guerrero",1,"Acapulco de Juárez",1,"Acapulco de Juárez","Costera Miguel Alemán 4834","Fracc. Costa Azul","39850","744 484 38 14","","centrocultural.acapulco@gmail.com",-99.85119,16.84811,"http://sic.gob.mx/ficha.php?table=galeria&table_id=981","2023-08-16 05:02:13-06"
1802,"Galería Ignacio Manuel Altamirano","2005-01-01","Palacio de Cutura del Gobierno del Estado de Guerrero",12,"Guerrero",29,"Chilpancingo de los Bravo",1,"Chilpancingo de los Bravo","Plaza Primer Congreso de Anáhuac s/n","Centro","39070","747 471 03 34","","palacioignaciomanuelaltamirano@gmail.com",-99.50104,17.55167,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1802","2023-08-16 04:49:35-06"
1164,"Galería del Centro Cultural Taxco Casa Borda","1000-01-01","Secretaría de Cultura del Estado de Guerrero",12,"Guerrero",55,"Taxco de Alarcón",1,"Taxco de Alarcón","Plaza Borda 1 ","Centro","40200","762 622 66 17","","centroculturaltaxco@prodigy.net.mx",-99.60518,18.55682,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1164","2023-08-16 04:35:08-06"
547,"Galería del Centro Cultural de Real del Monte","2011-03-01","Secretaría de Cultura del Estado de Hidalgo",13,"Hidalgo",39,"Mineral del Monte",1,"Mineral del Monte","Calle Teodomiro Manzano 1","Centro","42130","771 797 04 24","","cultura.realdelmonte@gmail.com",-98.67294,20.14078,"http://sic.gob.mx/ficha.php?table=galeria&table_id=547","2023-08-16 04:32:27-06"
1501,"Galería Arcadia","2019-09-29"," Instituto de Artes / Universidad Autónoma del Estado de Hidalgo (UAEH)",13,"Hidalgo",39,"Mineral del Monte",1,"Mineral del Monte","Calle Exhacienda de San Cayetano s/n","Centro","42130"," 771 717 2000 ext. 4450","https://www.uaeh.edu.mx/campus/ida/","",-98.67177,20.13611,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1501","2023-06-14 07:08:44-06"
548,"Cuartel del Arte","1993-01-01","Secretaría de  Cultura y las Artes de Hidalgo",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Plaza Aniceto Ortega s/n  Ex-Convento de San Francisco","Centro","42000","771  715 41 86 ","http://cultura.hidalgo.gob.mx/cuartel-del-arte/","omunicacionsocial.cultura@hidalgo.gob.mx",-98.73183,20.12094,"http://sic.gob.mx/ficha.php?table=galeria&table_id=548","2023-06-14 07:06:45-06"
1187,"Galería de la Fundación Arturo Herrera Cabañas","1000-01-01","",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Allende 113","Centro","42000","771 715 25 67","","fundacionarturoherrera@gmail.com",-98.73154,20.12855,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1187","2023-08-16 04:33:06-06"
1761,"Galería Margarita Michelena","1000-01-01","Instituto Municipal para la Cultura de Pachuca",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Ramos Arizpe 108","Centro","42000","771 715 3102","","culturaparapachuca@gmail.com",-98.73226,20.12409,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1761","2023-08-16 04:29:40-06"
1597,"Sala J. Pilar Licona  del Centro Cultural Universitario La Garza","1000-01-01","Universidad Autónoma del Estado de Hidalgo",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Abasolo 600","Centro","42000","717 20 00 ext.. 1226","https://www.uaeh.edu.mx/adminyserv/gesuniv/div_ext/promocion/contacto.html","",-98.73465,20.12793,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1597","2023-08-16 03:22:22-06"
549,"Galería Leo Acosta ","2002-01-01","Secretaría de Cultura del Estado de Hidalgo",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Av.  Juárez s/n","Centro","42000","771  718 39 37","","comunicacionsocial.cultura@hidalgo.gob.mx",-98.73677,20.12325,"http://sic.gob.mx/ficha.php?table=galeria&table_id=549","2023-08-16 04:30:58-06"
1104,"Sala Luis Becerril","2011-11-01","Instituto Municipal  para la Cultura",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Ramos Arizpe 108","Centro","42000","771 715 31 02","","culturaparapachuca@gmail.com",-98.73203,20.12409,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1104","2023-08-16 03:19:34-06"
895,"Galería José Hernández Delgadillo ","1984-01-01","Foro Cultural Efrén Rebolledo/Secretaría de Cultura de Hidalgo",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Nicolás Bravo 202","Centro","42000","771  715 04 74","","cecultah_prensa@yahoo.com.mx",-98.73298,20.12908,"http://sic.gob.mx/ficha.php?table=galeria&table_id=895","2023-12-11 06:36:03-06"
955,"Opening 513 Estudio","2021-05-30","",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Calle Miguel Hidalgo 513","Centro","42000"," 771 338 3409","","",-98.73189,20.12511,"http://sic.gob.mx/ficha.php?table=galeria&table_id=955","2023-02-14 07:07:32-06"
982,"Galería de Arte Contemporáneo ","2010-10-07","Universidad Autónoma del Estado de Hidalgo/Centro Cultural Víctor Manuel Ballesteros",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","José María Morelos 704","Centro","42000","771 718 17 94","https://www.uaeh.edu.mx/adminyserv/gesuniv/div_ext/promocion/noticias/32/#","social.media@uaeh.edu.mx",-98.73074,20.12305,"http://sic.gob.mx/ficha.php?table=galeria&table_id=982","2023-06-14 07:09:55-06"
1852,"Galería Ricardo Garibay","2017-04-01","Ayuntamiento de Tulancingo/Dirección de Cultura",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Parque Juárez 105","Centro","43600","775 754 39 40","https://www.tulancingocultural.cc/interesante/centrocultrgaribay/index.htm","omaroldan_r@yahoo.com.mx",-98.36954,20.08207,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1852","2025-05-21 12:44:38-06"
1851,"Ábside Galería de Arte ","1000-01-01","El Café Cultural",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Hidalgo Oriente 319, Plaza El Sol","Centro","43600","775  755 73 93","","absidegaleriaarte@gmail.com",-98.38323,20.07502,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1851","2023-06-14 07:06:03-06"
2146,"Galería Dolores Soto Madariaga","2021-01-01","Ayuntamiento de Tulancingo/Dirección de Cultura",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Parque Juárez 105","Centro","43600","775 754 39 40","","omaroldan_r@yahoo.com.mx",-98.36948,20.08204,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2146","2025-05-21 12:41:34-06"
1182,"Casa  del Arte","1997-02-19","Centro Universitario del Sur/Universidad de Guadalajara",14,"Jalisco",23,"Zapotlán el Grande",1,"Ciudad Guzmán","Av. Cristóbal Colón  143 C","Centro","49000","341  575 22 22","http://www.cusur.udg.mx/es/casa-del-arte","casadelarte@cusur.udg.mx",-103.46124,19.72508,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1182","2023-10-17 05:27:24-06"
2033,"Galería Mi México","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Morelos 8","Centro","45920"," 376 766 01 33",""," shop@mi-mexico.com",-103.26252,20.29779,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2033","2023-02-14 03:58:16-06"
56,"Efren Gonzalez Art Gallery and Art Supply","2020-02-25","",14,"Jalisco",30,"Chapala",2,"Ajijic","Marcos Castellanos 7","Centro","45920"," 33 1703 3942","","efrengonzalez_art@hotmail.com",-103.26162,20.29879,"http://sic.gob.mx/ficha.php?table=galeria&table_id=56","2023-02-14 03:29:50-06"
1107,"Calli Intramuros. Art Gallery ","2013-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic"," Ocampo 30","Centro","45920","376 766 59 22","","juangalindo@calliintramuros.com.mx",-103.26401,20.29839,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1107","2023-02-14 03:24:24-06"
2055,"Galería Sol y Luna","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic"," Río Bravo 10A ","Centro","45920","",""," marisaajijicchapala@gmail.com",-103.2752,20.2993,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2055","2023-03-03 07:43:13-06"
1323,"Galería de Arte Axixic Jesús Lopez Vega","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic"," Río Zula 1","Centro","45920","331 103 83 80 ","","arteajijic@hotmail.com",-103.27542,20.29888,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1323","2023-03-03 06:49:48-06"
2037,"Ana Romo Art Gallery","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Ocampo 22","Centro","45920","33 1892 8150","","support@anaromoart.com",-103.26355,20.29845,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2037","2023-07-26 05:03:13-06"
2036,"Hector's art Gallery","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic"," Hidalgo 95 C"," Riberas del Pilar","45906"," 33 1795 92 95","","",-103.22451,20.29426,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2036","2023-02-14 04:26:40-06"
2035,"Coxala Gráfica","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Carretera Poniente 36","Centro","45920"," 376 766 51 15","","coxalagrafica@gmail.com",-103.26772,20.30111,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2035","2023-02-14 04:14:59-06"
2034,"Alfredos Galeria","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Carretera 36","Centro","45920"," 376 766 29 80","","ffpetitt55@aol.com",-103.25972,20.30108,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2034","2023-02-14 04:09:46-06"
2032,"Rios art gallery","1000-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Colón 12","Centro","45920"," 331 115 71 16","https://chapala.com/rios-art.html"," khrios@hotmail.com",-103.26243,20.29895,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2032","2023-04-11 03:15:43-06"
284,"Arte Estudio Velázquez","1990-01-01","",14,"Jalisco",30,"Chapala",2,"Ajijic","Calle 16 de Septiembre 7","Col. Ajijic","45920","376 766 01 62","http://www.mymexicoart.com/","belvaajijic@gmail.com",-103.2618,20.29764,"http://sic.gob.mx/ficha.php?table=galeria&table_id=284","2023-06-14 04:52:59-06"
302,"Galería MC & Fine Art Printing / Taller de impresión fotográfica","2020-09-25","",14,"Jalisco",30,"Chapala",5,"San Antonio Tlayacapan","González Gallo 2B","San Antonio Tlayacapan","45922","33 3178 3672 ","","",-103.24076,20.29319,"http://sic.gob.mx/ficha.php?table=galeria&table_id=302","2023-02-14 04:30:16-06"
2060,"Galería Not So Fine Art ","2021-01-01","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Av. Patria 1891-Local 02","Col. Puerta de Hierro","44670","33 3399 9722","","gerdezulueta@gmail.com",-103.40861,20.70968,"http://sic.gob.mx/ficha.php?table=galeria&table_id=2060","2023-03-13 08:29:14-06"
1072,"Sala Matilde ","2014-01-01","Casa Teodora",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Calle Justo Sierra 1828 ","Col. Americana","44100","33 1984 6044","https://casateodora.mx/sala-matilde/","omar@artere-a.org",-103.36572,20.67781,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1072","2023-04-11 03:16:37-06"
264,"Boutique Tequila y Arte","2019-02-15","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Av. Terranova 295","Col. Terranova","44689","33 3898 4329","","ventas.gdl@boutiquetequilayarte.com",-103.38726,20.68099,"http://sic.gob.mx/ficha.php?table=galeria&table_id=264","2023-03-06 03:37:01-06"
1992,"Estudio Libertad","1000-01-01","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Calle  Miguel Lerdo de Tejada 2319","Col. Americana","44190"," 33 3189 2888",""," bernardoe@me.com",-103.37557,20.67095,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1992","2023-03-03 06:06:39-06"
1261," MASUA Casa de Arte","2018-11-30","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Av. España 1648","Col. Moderna","44190","33 3455 10 84","","administracion@casamasua.com.mx",-103.36243,20.66271,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1261","2023-05-24 03:17:50-06"
292,"Galería Arena México. Arte Contemporáneo","2001-10-17","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Contreras Medellín 288","Centro","44200","33 3615 3857","https://coolhuntermx.com/arena-mexico/","info@arenamexico.com",-103.35134,20.68075,"http://sic.gob.mx/ficha.php?table=galeria&table_id=292","2023-03-03 06:17:16-06"
1985,"Arte Clave","1000-01-01","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Herrera y Cairo 1786","Col. Ladrón de Guevara","44650","33 3824 8029","https://arteclave.com/","marisol@arteclave.com",-103.37446,20.68341,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1985","2023-03-06 03:35:23-06"
1981,"Guacha Bato","1000-01-01","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Contreras Medellín 357 ","Centro","44200","33 3658 2288","http://guachabato.mx/","guachabato@hotmail.com",-103.35118,20.68072,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1981","2023-03-06 05:55:52-06"
1982,"Galería Espacio Azul","2012-02-24","Centro de Educación Artística José Clemente Orozco/INBA",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","","  Centro Histórico","44100","33 3825 2563","https://www.cedartjco.com/galer%C3%ADa-espacio-azul","jco.galeriaazul@gmail.com",-103.35729,20.6779,"http://sic.gob.mx/ficha.php?table=galeria&table_id=1982","2025-06-16 19:19:12-06"
271,"Galeria Arte Frausto Matriz","1990-01-01","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Andador Cultural La Coronilla 34","Centro","44100","33 3614 7643","http://www.artefrausto.com.mx/","galeriafrausto@hotmail.com",-103.35283,20.67687,"http://sic.gob.mx/ficha.php?table=galeria&table_id=271","2023-03-03 06:18:16-06"
