centro_cultural_id,centro_cultural_nombre,centro_cultural_fecha_fundacion,centro_cultural_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,centro_cultural_calle_numero,centro_cultural_colonia,centro_cultural_cp,centro_cultural_telefono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
2232,"Casa de Cultura Ing. Heberto Castillo","1996-12-05","Ayuntamiento de Teotihuacán",15,"México",92,"Teotihuacán",1,"Teotihuacán de Arista","Hidalgo s/n esq. Zaragoza","Centro","55800","594 956 84 11","","secretaria@teotihuacan.gob.mx.",-98.86698,19.68464,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2232","2023-11-24 04:39:15-06"
516,"Casa de Cultura Rosario de la Peña","1979-04-04","Ayuntamiento de Tepetlixpa",15,"México",94,"Tepetlixpa",1,"Tepetlixpa","16 de Septiembre 65","","56880","597 976 1166","https://experiencia.edomex.gob.mx/recursos-turisticos/casa-de-cultura-rosario-de-la-pena-tepetlixpa","",-458.81871,19.02977,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=516","2023-08-07 06:14:47-06"
1373,"Centro Regional de Cultura Nepantla Sor Juana Inés de la Cruz","1995-04-17","Secretaría de Cultura y Turismo del Gobierno del  Estado de México/Dirección Patrimonio y Servicios Culturales del Valle de Toluca",15,"México",94,"Tepetlixpa",2,"Nepantla de Sor Juana Inés de la Cruz","Cto. Sur Sor Juana Inés de la Cruz s/n","Col. Casco Urbano","56890","597 977 30 38","https://nepantla.mx/event-location/centro-cultural-sor-juana-ines-de-la-cruz/","nepantlascd.edomex@gmail.com. ",-98.84112,18.97876,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1373","2024-09-06 14:02:54-06"
284,"Casa de Cultura de Tepotzotlán","1990-10-25","Ayuntamiento de Tepotzotlán",15,"México",95,"Tepotzotlán",1,"Tepotzotlán","Adolfo López Mateos s/n esq. Benito Juárez","Barrio San Martín","54600","5558761132","tepotzotlan.gob.mx","casadecultura@tepotzotlan.gob.mx",-99.22396,19.71464,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=284","2023-07-18 05:26:24-06"
255,"Casa de Cultura Tequixquiac","1994-10-01","Secretaría de Cultura del Estado de México",15,"México",96,"Tequixquiac",1,"Tequixquiac","Av. Río Pánuco s/n","Barrio San José","55650","","","",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=255","2023-07-28 05:03:27-06"
2248,"Centro de Desarrollo Social Integral","2007-04-12","Ayuntamiento de Tequixquiac",15,"México",96,"Tequixquiac",1,"Tequixquiac","Campo Zaragoza esq. Alcanfores s/n","Barrio San Mateo","55610","591 9121 785","https://www.tequixquiac.gob.mx/","presidencia@tequixquiac.gob.mx",-99.14896,19.91036,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2248","2024-02-15 08:25:27-06"
287,"Centro Municipal de Arte y Cultura de Texcalyacac","1989-03-01","Ayuntamiento de Texcalyacac",15,"México",98,"Texcalyacac",1,"San Mateo Texcalyacac","Carr. Dr. Manuel Acal s/n","","52570","(713) 131 74 42","","isabel8764@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=287","2017-07-25 12:15:07-05"
970,"Centro Cultural del ISSSTE de Chapingo","1984-09-01","Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado (ISSSTE)",15,"México",99,"Texcoco",1,"Texcoco de Mora","José María Velazco s/n edif. Izcalli","U. H. Emiliano<br>Localidad Chapingo","56230","722 215 73 41","http://www.issste.gob.mx","centroculturalissstechapingo@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=970","2021-08-12 11:36:25-05"
2249,"Centro Regional de Cultura de Texcoco Casa del Constituyente","1974-03-02","Secretaría de Cultura y Turismo del Gobierno del Estado de México/Dirección de Patrimonio y Servicios Culturales del Valle de Toluca",15,"México",99,"Texcoco",1,"Texcoco de Mora","Nezahualcóyotl 215","Centro","56100","595 954 59 63, 595 952 00 00 ext. 412","https://patrimonioyserviciosc.edomex.gob.mx/texcoco","texcoco.scd.edomex@gmail.com",-98.87974,19.51379,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2249","2024-09-09 18:01:28-06"
2630,"Centro Cultural Mexiquense Bicentenario","2011-08-30","Secretaría de Cultura y Turismo del Gobierno del Estado de México",15,"México",99,"Texcoco",29,"San Miguel Coatlinchán","Carr. Los Reyes-Texcoco km 14.3 esq. Av. Manuel González","","56250","595 952 03 20 ext. 1071","","ccmb.coordinacion@gmail.com; estibaliz.aguayo@edomex.gob.mx",-98.89953,19.45251,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2630","2024-03-19 12:37:29-06"
944,"Casa de Cultura Tezoyuca Nahui Olin","1000-01-01","Ayuntamiento de Tezoyuca",15,"México",100,"Tezoyuca",1,"Tezoyuca","Av. 16 de septiembre, esq. Vicente Valencia","Barrio de la Ascensión","56005","","https://tezoyuca.gob.mx/","casa.cultura@tezoyuca.gob.mx",-98.9063,19.59127,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=944","2023-08-14 06:36:27-06"
2250,"Casa de Cultura Profr. Carlos Hank González","1994-01-01","Ayuntamiento de Santiago Tianguistenco/Coordinación de Educación y Cultura",15,"México",101,"Tianguistenco",1,"Santiago Tianguistenco de Galeana","Av. Aldama esq. Independencia s/n","Centro","52600","713 133 54 27","","marconavamartinez@gmail.com",-99.46745,19.18407,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2250","2023-02-16 07:13:34-06"
2276,"Módulo Cultural Multifuncional Santiago Tianguistenco","2008-08-01","U.A.E.M.",15,"México",101,"Tianguistenco",14,"San Pedro Tlaltizapan","Paraje  El Tejocote","San Pedro Tlaltizapán","","722 215 8920 ext. 109","https://www.uaemex.mx/mi-universidad/gabinete-universitario/secretaria-de-difusion-cultural/centro-de-actividades-culturales.html","",-99.51751,19.19658,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2276","2023-08-07 07:47:45-06"
49,"Casa de Cultura Lic. Adolfo López Mateos","1994-09-01","Secretaría de Cultura del Estado de México",15,"México",102,"Timilpan",1,"San Andrés Timilpan","Melchor Ocampo s/n","","50290","7121255031, 7121240156","https://www.timilpan.gob.mx/","",-99.73401,19.8752,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=49","2023-07-20 05:09:29-06"
237,"Casa de Cultura Xochipilli","1998-08-28","Ayuntamiento de Tlalmanalco",15,"México",103,"Tlalmanalco",1,"Tlalmanalco de Velázquez","Calle Zaragoza s/n","Centro","56700","597 977 52 04 ext. 222","https://experiencia.edomex.gob.mx/recursos-turisticos/casa-de-cultura-xochipilli-tlalmanalco","",-98.8033,19.20593,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=237","2023-09-29 08:10:52-06"
2960,"Centro de la Cultura y las Artes José Emilio Pacheco ","2016-02-23","Ayuntamiento de Tlalnepantla/Instituto Municipal de Cultura y las Artes",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Av. Riva Palacio s/n esq. Vallarta","Col. Tlalnepantla Centro","54000","55 5366 4500","","culturayartes.tlalnepantla@gmail.com",-99.19574,19.53649,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2960","2025-01-15 12:14:14-06"
3014,"Casa de Cultura Pedro Labrada Cervantes","1985-07-20","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Tepic 27","Col. Constitución de 1917","54190","55 5384 0572","","casastlalne@hotmail.com",-99.08512,19.5316,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3014","2025-04-22 09:21:09-06"
3010,"Casa de Cultura Lázaro Cárdenas","1993-12-31","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Acayucan Mz. 422 Lt. 4069","Col. Lázaro Cárdenas","54180","55 5384 0572","","casastlalne@hotmail.com",-99.11942,19.53437,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3010","2023-10-11 07:11:37-06"
3009,"Casa de Cultura José María Velasco","1990-12-31","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Fontana s/n","Col. Lomas Boulevares","54020","55 5390 8327","","casastlalne@hotmail.com",-99.21174,19.5708,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3009","2025-05-12 17:13:47-06"
3002,"Casa de Cultura Luis Donaldo Colosio","1993-10-03","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Vicente Guerrero s/n","Col. Santa Maria Tlayacampa","54110","55 5384 0572","","casastlalne@hotmail.com",-99.18746,19.57206,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3002","2022-09-21 02:39:09-05"
3001,"Casa de Cultura Sor Juana Inés de la Cruz","1979-08-09","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Av. Sor Juana Inés de la Cruz esq. Fulton","Col. Tlalnepantla Centro","54000","","","",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3001","2019-12-30 09:05:32-06"
3011,"Casa de Cultura Lic. Javier Pérez Olegaray","1996-08-14","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Cda. de San Buenaventura s/n","Col. Tabla Honda","54136","(55) 5384 0572","","casastlalne@hotmail.com",-99.18502,19.5524,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3011","2016-12-29 07:49:32-06"
3004,"Casa de Cultura El Arenal","1992-12-16","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Toltecas s/n","Col. El Arenal","54000","(55) 53 90 83 27","","casastlalne@hotmail.com",-99.16408,19.53008,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3004","2016-12-27 12:31:56-06"
3008,"Casa de Cultura José C. Ángeles","1993-03-01","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","División del Norte Manzana 035","Col. División del Norte","54190","55 5565 8293","","casastlalne@hotmail.com",-99.0887,19.51612,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3008","2025-04-16 11:34:27-06"
3013,"Casa de Cultura Lomas de San Andrés","1997-03-01","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Monterrey 13","Col. Lomas de San Andrés","54040","(55) 5384 0572","","casastlalne@hotmail.com",-99.22721,19.54295,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3013","2016-12-29 09:00:07-06"
3016,"Casa de Cultura San Felipe Ixtacala","1996-08-22","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Xocoyahualco s/n esq. Alfonso Cárdenas  ","Col. San Felipe Ixtacala","54136","(55) 5384 0572","","casastlalne@hotmail.com",-99.17136,19.52161,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3016","2016-12-29 12:14:25-06"
3015,"Casa de Cultura Prado Vallejo","2005-04-10","Asociación de Vecinos de Prado Vallejo",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","San Juan de Ulua 1","Col. Prado Vallejo","54170","55 7400 9578","","asociacion.prado.vallejo@gmail.com",-99.16581,19.50594,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3015","2025-05-14 17:02:26-06"
3006,"Casa de Cultura Guillermo Padilla Díaz de León","1994-10-03","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Cto. Primario s/n","Col. Hugo Cervantes del Rio","54149","55 2627 0520 ","","eiaa.guillermo.padilla@inba.edu.mx",-99.17366,19.55109,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3006","2025-03-26 11:19:11-06"
2206,"Centro Cultural Iztacala","2002-05-09","UNAM/Facultad de Estudios Superiores Iztacala",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Av. de los Barrios 1 	","Col. Los Reyes Iztacala","54090","55 5623 1140","http://www.iztacala.unam.mx/upcdc","culturizta@campus.iztacala.unam.mx	",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2206","2021-04-28 08:28:04-05"
3007,"Casa de Cultura Izcalli Pirámide","1990-12-31","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Roma 031 esq. Vaticano","Fracc. Izcalli Pirámide","54140","55 5384 0572","","casastlalne@hotmail.com; casadeculturaizcallipiramide@gmail.com",-99.17432,19.54222,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3007","2024-04-29 08:47:56-06"
3369,"Centro Cultural Rombo Negro","2011-06-07","Particular",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Viveros de Asís 13 ","Col. Viveros de la Loma","54080","55 7921 1683","https://www.rombonegro.com.mx/","fotosrombonegro@gmail.com",-99.195,19.53852,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3369","2022-03-07 14:29:45-06"
3012,"Casa de Cultura Loma Bonita (Temporalmente cerrado)","1994-10-28","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Pico de Orizaba s/n","Fracc. Loma Bonita","54120","(55) 5384 0572","","casastlalne@hotmail.com",-99.17836,19.55936,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3012","2024-04-30 08:36:41-06"
3017,"Casa de Cultura San Lucas Tepetlacalco (Temporalmente cerrado)","1990-09-18","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","16 de Septiembre s/n","Col. San Lucas Tepetlacalco","54080","55 9190 8388	","","casastlalne@hotmail.com",-99.22711,19.52434,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3017","2024-05-02 12:43:25-06"
3018,"Casa de Cultura Vista Hermosa","1994-08-06","Instituto Municipal de la Cultura y las Artes de Tlalnepantla de Baz",15,"México",104,"Tlalnepantla de Baz",1,"Tlalnepantla","Productos Químicos de México 4","Col. Vista Hermosa","54080","55 5366 3800","https://tlalnepantla.gob.mx/","ccvistahermosatlalne@gmail.com ",-99.22293,19.51843,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3018","2025-03-27 11:48:33-06"
3028,"Centro Tolzú","2017-12-01","Ayuntamiento de Toluca",15,"México",106,"Toluca",1,"Toluca de Lerdo","Av. Hidalgo 201     ","Col. Santa Clara","50090","722 213 48 93","https://www.centrotolzu.mx/","",-99.65236,19.29028,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3028","2023-02-15 06:34:19-06"
739,"Centro Toluqueño de Escritores","1983-05-10","",15,"México",106,"Toluca",1,"Toluca de Lerdo","Fray Andrés de Castro","Centro","50000","(722) 214 95 68","","contacto.cte.ac@gmail.com",-99.65605,19.29122,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=739","2024-03-25 10:58:23-06"
2251,"Centro Regional de Cultura de Toluca","1985-07-01","Secretaría de Cultura y Turismo del Gobierno del Estado de México",15,"México",106,"Toluca",1,"Toluca de Lerdo","Paseo Tollocan esq. Benito Juárez","Col. Amp. Lázaro Cárdenas","50180","722 223 48 72","https://patrimonioyserviciosc.edomex.gob.mx/toluca","",-99.65369,19.27205,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2251","2024-09-09 11:45:53-06"
665,"Alianza Francesa de Toluca","1945-04-04","Alianza Franco Mexicana de Toluca, A.C.",15,"México",106,"Toluca",1,"Toluca de Lerdo","Aquiles Serdán 111","Centro","50000","722 167 11 01","https://alianzafrancesa.org.mx/toluca/centro-cultural/#/","comunicaciontoluca@alianzafr.mx",-99.65938,19.29162,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=665","2023-11-24 08:14:32-06"
709,"Centro Cultural del ISSSTE de Toluca","1979-11-05","Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado (ISSSTE)",15,"México",106,"Toluca",1,"Toluca de Lerdo","Av. Miguel Hidalgo Pte. 1016","San Bernardino","50080","722 215 73 41, 722 215 41 12 y","http://www.issste.gob.mx","alejandro.contreras@issste.gob.mx, doctoragomez13@gmail.com, doctoragomez13@gmail.com",-99.67005,19.29045,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=709","2023-10-25 06:03:13-06"
728,"Centro de Actividades Culturales (CEAC)","1992-07-01","Secretaría de Difusión Cultural, U.A.E.M.",15,"México",106,"Toluca",1,"Toluca de Lerdo","Av. Instituto Literario 211","Centro","50000"," 722 215 8920;  22 214 6289","https://ceac.uaemex.mx/"," ceac@uaemex.mx",-99.65159,19.28634,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=728","2024-02-13 06:07:44-06"
725,"Centro Cultural Universitario Casa de las Diligencias","2000-04-01","Universidad Autónoma del Estado de México",15,"México",106,"Toluca",1,"Toluca de Lerdo","Av. Juárez Nte. 114 ","Centro","50090","722 215 69 19","","ccu.diligencias@gmail.com; emr@coatepec.uaemex.mx",-99.65431,19.29183,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=725","2024-07-16 14:40:02-06"
3054,"Casa de Cultura de Cacalomacán","2012-09-26","Instituto Municipal de Cultura de Toluca",15,"México",106,"Toluca",43,"Cacalomacán","Aquiles Serdán 9","Col. Cacalomacán","50265","(722) 280 88 71","http://www.toluca.gob.mx; www.facebook.com/InstitutoMunicipaldeCulturayArteToluca","estampatedearte@hotmail.com",-99.7081,19.25369,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3054","2018-01-17 12:05:23-06"
687,"Centro Cultural Mexiquense","1987-01-01","Secretaría de Cultura del Estado de México",15,"México",106,"Toluca",64,"San Buenaventura","Blvd. Jesús Reyes Heroles 302","Delg. San Buenaventura","50110","(722) 274 11 31","http://www.toluca.gob.mx/centro-cultural-mexiquense-2/","gemimcdig@mail.edomex.gob.mx",-99.70252,19.27197,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=687","2018-06-12 11:42:44-05"
1083,"Centro Cultural Tonatiuh","1987-12-05","Ayuntamiento de Tonatico/Regiduría de Turismo, Asuntos Internacionales y Apoyo al Migrante, Cultura y Recreación",15,"México",107,"Tonatico",1,"Tonatico","Plaza Constitución s/n","Barrio San Gaspar","51950","721 141 04 12","https://www.tonatico.gob.mx","presidencia@tonatico.gob.mx; ayuntamiento@tonatico.gob.mx",-99.67076,18.80207,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1083","2025-06-10 15:58:40-06"
295,"Casa de Cultura Reynalda Morales","1994-08-30","Ayuntamiento de Tonatico",15,"México",107,"Tonatico",1,"Tonatico","Benito Juárez s/n","Barrio San Sebastian","51950","721 141 09 55","https://www.tonatico.gob.mx","casacultareynaldamorales007@gmail.com; educacion.cultura@tonatico.gob.mx",-99.67083,18.80202,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=295","2023-08-07 03:40:31-06"
958,"Casa de Cultura Víctor Manuel Urbán Velazco","1994-01-01","Ayuntamiento de Tultepec",15,"México",108,"Tultepec",1,"Tultepec","Morelos s/n","Col. San Rafael Ixtlahuaca","54960","(55) 8441 9365","https://www.facebook.com/pages/Casa-de-Cultura-Victor-Urban-Velasco/150662495086372","educacionyculturatultepec@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=958","2019-11-07 08:58:32-06"
587,"Casa de Cultura Tultitlán","1997-12-13","Ayuntamiento de Tultitlán",15,"México",109,"Tultitlán",1,"Tultitlán de Mariano Escobedo","Adolfo López Mateos s/n","Barrio San Juan","54900","55 5888 0065","","culturasttul@gmail.com, dect@tultitlan.gob.mx",-99.16456,19.64379,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=587","2024-09-12 11:02:04-06"
3442,"Centro Cultural Ágora Elena Poniatowska","2024-02-14","Secretaria de Cultura y Turismo Mexiquense/Ayuntamiento de Tultitlán",15,"México",109,"Tultitlán",25,"San Pablo de las Salinas","Constitucion 1857 Manzana 003","Col. Lomas de Pablo","54930","55 5888 3591","","dect@tultitlan.gob.mx",-99.09313,19.67412,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3442","2024-02-16 10:18:33-06"
3443,"Casa de Cultura y Biblioteca Real del Bosque","2023-03-17","Ayuntamiento de Tultitlán",15,"México",109,"Tultitlán",68,"Fuentes del Valle","Av. Real del Bosque 36","Real del Bosque","54948","55 5888 3591","https://tultitlan.gob.mx/casa-de-cultura-y-biblioteca-real-del-bosque/","casaculturarb@gmail.com;  dect@tultitlan.gob.mx",-99.14063,19.61654,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3443","2024-09-12 11:02:14-06"
1471,"Centro Regional de Cultura Joaquín Arcadio Pagaza","1972-09-22","Ayuntamiento de Valle de Bravo",15,"México",110,"Valle de Bravo",1,"Valle de Bravo","Fray Gregorio Jiménez de la Cuenca s/n","Col. Santa María Huacatlan","51200","(726) 262 49 47","","casaculturavalledebravo@yahoo.com.mx; valleimc@yahoo.com.mx",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1471","2017-07-27 11:29:24-05"
240,"Casa de Cultura Attezi","1995-01-01","Ayuntamiento de Villa de Allende",15,"México",111,"Villa de Allende",1,"San José Villa de Allende","Libramiento Villa de Allende s/n","Centro","51000","726 269 01 74","","",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=240","2023-07-28 09:28:18-06"
236,"Casa de la Cultura Dr. Jorge Jiménez Cantú","1927-02-01","Ayuntamiento de Villa del Carbón",15,"México",112,"Villa del Carbón",1,"Villa del Carbón","Plaza Hidalgo 2","Centro","54300","(588) 913 03 49","http://www.villadelcarbon.gob.mx/","casadeculturavcmm@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=236","2017-07-26 13:24:16-05"
73,"Casa de Cultura Tecualoyan","2012-02-06","Ayuntamiento de Villa Guerrero",15,"México",113,"Villa Guerrero",1,"Villa Guerrero","Hidalgo s/n esq. Rosa María García","Centro","51760","714 146 29 27","","chuyacacio@hotmail.com",-99.64233,18.9621,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=73","2024-11-20 11:24:48-06"
1360,"Casa de Cultura Miguel Ángel Martínez","2000-01-01","Ayuntamiento Villa Victoria",15,"México",114,"Villa Victoria",1,"Villa Victoria","Auditorio Municipal<br>Plaza Principal Lázaro Cárdenas s/n","Centro","50960","726 251 52 38","","villadevictoria@gmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1360","2023-07-28 09:28:40-06"
2265,"Casa del Pueblo","1997-01-01","Ayuntamiento de Villa Victoria",15,"México",114,"Villa Victoria",1,"Villa Victoria","Lázaro Cárdenas s/n","Centro","","726 251 61 95","","",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2265","2023-07-31 07:25:45-06"
300,"Casa de Cultura Xonacatlán","1994-07-01","Ayuntamiento de Xonacatlán",15,"México",115,"Xonacatlán",1,"Xonacatlán","16 de Septiembre s/n","Col. La Manga","52070","719 286 48 18","","casa.cultura@xonacatlan.gob.mx",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=300","2023-07-31 07:36:52-06"
302,"Casa de la Cultura Sor Juana Inés de la Cruz","1996-12-01","Ayuntamiento de Zacazonapan",15,"México",116,"Zacazonapan",1,"Zacazonapan","Av. Guerrero s/n","Centro","51160","726 262 31 16",""," presidenciamunicipalzacazonapan2224@outlook.es",-100.25554,19.07078,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=302","2023-07-31 04:18:25-06"
301,"Casa de la Cultura Joaquín Velázquez Cárdenas y León","1996-01-01","Secretaría de Cultura del Estado de México",15,"México",117,"Zacualpan",1,"Zacualpan","Plaza del Panteón s/n","","51800","721 147 7059","https://ipomex2.ipomex.org.mx/ipo3/lgt/indice/ZACUALPAN.web","co_educacion2022@gmail.com",-99.77493,18.72368,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=301","2023-08-15 05:51:57-06"
2266,"Casa de Cultura Matilde Zuñiga","2002-03-19","Ayuntamiento de Zinacantepec",15,"México",118,"Zinacantepec",1,"San Miguel Zinacantepec","Benito Juárez 205","Barrio de San Miguel","31350","(722) 190 44 91","http://www.zinacantepec.gob.mx","casadeculturaMZ@hotmail.com",0,0,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=2266","2018-09-24 08:06:24-05"
588,"Casa de la Cultura Wenceslao Labra","1989-07-01","Ayuntamiento de Zumpango/Dirección de Cultura",15,"México",120,"Zumpango",1,"Zumpango de Ocampo","Zaragoza s/n ","Barrio de Santiago 1ra. Sección","55600","591 917 00 16","","educacionjefatura@gmail.com",-99.10123,19.79969,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=588","2024-01-24 07:21:35-06"
1227,"Centro Regional de Cultura de Cuautitlán Izcalli","1985-12-17","Secretaría de Cultura y Deporte del Estado de México",15,"México",121,"Cuautitlán Izcalli",1,"Cuautitlán Izcalli","Av. Huixquilucan s/n","Centro Urbano","54730","55 5871 5316","","cuautitlanizcalliimc@yahoo.com.mx",-99.20536,19.6581,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=1227","2025-04-23 13:08:38-06"
3769,"Casa de Cultura de Tononitla","1000-01-01","Ayuntamiento de Tonanitla",15,"México",125,"Tonanitla",1,"Santa María Tonanitla","Av. 20 de Noviembre s/n","Centro","55785","55 4220 5537","","educacionycultura@tonanitla.gob.mx",-99.05064,19.68721,"http://sic.gob.mx/ficha.php?table=centro_cultural&table_id=3769","2024-05-09 11:10:57-06"
