casa_artesania_id,casa_artesania_nombre,casa_artesania_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,casa_artesania_calle_numero,casa_artesania_colonia,casa_artesania_cp,casa_artesania_telfono1,pagina_web,email,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
188,"Tienda de artesanías MUSAS, Museo de Arte de Sonora","Gobierno del Estado de Sonora",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Blvd. Vildósola s/n esq. Av Cultura","Col. Villa de Seris","83280","","","rmatiella@musas.gob.mx, musas@isc.gob.mx",-110.95428,29.06547,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=188","2025-02-26 12:35:26-06"
104,"Lynda´s store","Leonel García",26,"Sonora",30,"Hermosillo",1,"Hermosillo","Av. Rosales, esq. Av. Aquiles Serdán","Centro","83000","","http://lyndastore.blogspot.com/","leonel_311@hotmail.com",-110.95693,29.07746,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=104","2023-07-05 06:23:55-06"
110,"Portal del Arte","Privada",26,"Sonora",36,"Magdalena",1,"Magdalena de Kino","Local 4 de la Plaza Monumental","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=110","2021-04-19 05:47:34-05"
109,"Artesanías Tusi Yari","ArtesaníasTusi Yari, S.C. de R.L. de C.V.",26,"Sonora",42,"Navojoa",79,"Masiaca","Carr. Internacional 15 km 113+522","Col. Poblado Masiaca","85200","","","tusi.yari@hotmail.com;  ventas@tusiyari.com.mx",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=109","2023-02-09 05:06:46-06"
114,"México Lindo","Privada",26,"Sonora",43,"Nogales",1,"Heroica Nogales","Obregón","Centro","","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=114","2018-12-13 06:41:28-06"
94,"Mercedes Rústicos","Luis Ernesto Romero Muñoz",26,"Sonora",48,"Puerto Peñasco",1,"Puerto Peñasco","Alcantar 35","Col. Del Puerto","83550","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=94","2021-07-21 07:07:36-05"
185,"Instituto para el Fomento de las Artesanías de Tabasco","Gobierno del Estado de Tabasco",27,"Tabasco",4,"Centro",1,"Villahermosa","Prol. Paseo de la Sierra 820","Primero de Mayo","86190","","tabasco.gob.mx/ifat","karenpineda@tabasco.gob.mx",-92.93154,17.97116,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=185","2024-08-07 10:05:08-06"
51,"Casa de las Artesanías de Tlaxcala","Gobierno del Estado de Tlaxcala",29,"Tlaxcala",33,"Tlaxcala",1,"Tlaxcala de Xicohténcatl","Av. Emilio Sánchez Piedras 1","Centro","90000","","http://artesanias.tlaxcala.gob.mx/index.php?option=com_content&view=article&id=1219&Itemid=29","artesanias_tlax@yahoo.com.mx",-98.24162,19.31948,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=51","2024-09-12 12:57:44-06"
129,"Manos Veracruzanas Sucursal Boca del Río","DIF Estatal/Coordinación de Fomento a las Artesanías",30,"Veracruz de Ignacio de la Llave",28,"Boca del Río",37,"Veracruz","Bv. Adolfo Ruiz Cortines 3497","Ylang Ylang","94298","","http://www.difver.gob.mx/manos-veracruzanas/","lherreraz@veracruz.gob.mx",-96.10592,19.13762,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=129","2020-02-11 05:55:12-06"
52,"Manos Veracruzanas Sucursal Xalapa","DIF Estatal/Coordinación de Fomento a las Artesanías",30,"Veracruz de Ignacio de la Llave",87,"Xalapa",1,"Xalapa-Enríquez","Venustiano Carranza 316","Felipe Carrillo Puerto","91080","","http://www.difver.gob.mx/manos-veracruzanas/","lherreraz@veracruz.gob.mx",-96.92109,19.51891,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=52","2020-02-11 05:39:18-06"
297,"Tienda de Artesanías de Moyahua de Estrada","Ayuntamiento de Moyahua de Estrada/Instituto Municipal de Turismo y Cultura Tastuanes",32,"Zacatecas",33,"Moyahua de Estrada",1,"Moyahua de Estrada","Francisco I Madero 333","Centro","99980","","https://moyahua.gob.mx/instituto-cultura/","moyahuacultura@gmail.com; presidencia.moyahua16@gmail.com",-103.1657,21.26559,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=297","2024-12-18 10:16:10-06"
280,"Sara's Chaquira","",32,"Zacatecas",49,"Valparaíso",1,"Valparaíso","José Vasconcelos 30 ","Col. Magisterial ","99254","","https://www.facebook.com/sarachaquiras/","sarabea9@gmail.com",-103.56461,22.77655,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=280","2023-02-08 08:00:02-06"
8,"Tienda de la Mujer y Artesanía","DIF Estatal",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Centro Comercial González Ortega, Tacuba T-4 local 4","Centro","98000","","","",-102.57266,22.77492,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=8","2023-08-14 06:17:22-06"
217,"Casa de las Artesanías de Zacatecas","Secretaría de Economía/Subsecretaría de Desarrollo Artesanal",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Av. Hidalgo No. 503","Centro Histórico","98000","","http://www.casadelasartesaniaszac.gob.mx/","casadelasartesaniasdezacatecas@gmail.com",-0.00137,0.00575,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=217","2019-08-20 06:07:35-05"
132,"Tienda de la Mujer y Artesanía, Suc. Mesón de Jovito","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Int. Hotel Mesón de Jovito, Jardín Juárez 143","Centro Histórico","98000","","","",-102.57527,22.77344,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=132","2023-06-29 05:46:15-06"
134,"Tienda de la Mujer y Artesanía, Sucursal Cerro de la Bufa","DIF",32,"Zacatecas",56,"Zacatecas",1,"Zacatecas","Domicilio conocido, Explanada Cerro de la Bufa","","98000","","","",0,0,"http://sic.gob.mx/ficha.php?table=casa_artesania&table_id=134","2021-07-22 07:08:56-05"
